id|user|created_at|text|lang|label
1499436798199709697|138203134|Thu Mar 03 17:29:25 +0000 2022|Shout out to everyone working to explode funding for surveillance programs like these across the country under the… https://t.co/PjGByhhVSs|en|Democratic Party
1499118080290611203|138203134|Wed Mar 02 20:22:57 +0000 2022|One thing I have learned about many fact-check operations is that while the facts of a given matter may be “objecti… https://t.co/djSlDGwuUG|en|Democratic Party
1499111726150828041|138203134|Wed Mar 02 19:57:42 +0000 2022|"This is the saddest part of this whole conversation.

The cost of constantly playing political football w/public sa… https://t.co/Tzh88jd2OW"|en|Democratic Party
1499073072862793730|138203134|Wed Mar 02 17:24:06 +0000 2022|"Congressman @GregCasar has a pretty nice ring to it! ☺️

Congratulations, Texas 🎉 Greg will be a fantastic represen… https://t.co/cudZKKwC6T"|en|Democratic Party
1499059298948861958|138203134|Wed Mar 02 16:29:22 +0000 2022|She’s right 🤷🏽‍♀️ and that’s why the type of members who trade stock while holding public office were the ones thro… https://t.co/sYfWeDmnYB|en|Democratic Party
1498740382292709378|138203134|Tue Mar 01 19:22:07 +0000 2022|Doesn’t want to alienate his base https://t.co/a6m4H5aYgQ|en|Democratic Party
1498419414592589830|138203134|Mon Feb 28 22:06:42 +0000 2022|"McCarthy has been protecting his little KKK Caucus for years with these toothless statements and meetings.

It’s ho… https://t.co/VJTUuAMEEF"|en|Democratic Party
1498341876189081609|138203134|Mon Feb 28 16:58:35 +0000 2022|"Texans, TOMORROW is our shot to vote for healthcare, wages, and a better future.

It’s time to cast your ballot for… https://t.co/RBb6d28NLf"|en|Democratic Party
1498038441564585986|138203134|Sun Feb 27 20:52:51 +0000 2022|I’ve sat on a committee with this guy for years. He talks like this every day.  🙃 https://t.co/YlPEdLR1rl|en|Democratic Party
1495100832953651200|138203134|Sat Feb 19 18:19:50 +0000 2022|Imagine if defunding schools was as politically controversial as not wanting to fund robodogs and mass surveillance… https://t.co/OrJLeasDOq|en|Democratic Party
1495075757462376450|138203134|Sat Feb 19 16:40:12 +0000 2022|I genuinely want to know why Tucker Carlson is allowed/paid to engage in clear, targeted, libelous harassment that… https://t.co/kqDUr8ZdFf|en|Democratic Party
1495072008698171395|138203134|Sat Feb 19 16:25:18 +0000 2022|"Because:
a) they prev. wouldn’t vote to limit their own enrichment &amp;

b) they score political points by voting down… https://t.co/7ZgcgIVTSR"|en|Democratic Party
1494848224338796546|138203134|Sat Feb 19 01:36:04 +0000 2022|"Remember when the right wing had a meltdown when I suggested they exhibit obsessive impulses around young women?

W… https://t.co/oYLsO0iCGb"|en|Democratic Party
1494845773984452612|138203134|Sat Feb 19 01:26:20 +0000 2022|This is the type of stuff you say when your name starts with a P and ends with dejo https://t.co/92chHFQUN7|en|Democratic Party
1494741612055904258|138203134|Fri Feb 18 18:32:25 +0000 2022|Here’s what’s really going on: those mods signed a letter in Aug holding the entire party agenda hostage demanding… https://t.co/iKpeOGRpKd|en|Democratic Party
1494724116414406658|138203134|Fri Feb 18 17:22:54 +0000 2022|In good news: 5 years ago, our community came together to establish #Troop6000, the first Girl Scout troop founded… https://t.co/Nf27xrUa2t|en|Democratic Party
1494470469906485251|138203134|Fri Feb 18 00:35:00 +0000 2022|One US Senator “heard stories” about people allegedly using the Child Tax Credit “for drugs” without any evidence o… https://t.co/CYEVWjM1MT|en|Democratic Party
1494396057022775302|138203134|Thu Feb 17 19:39:19 +0000 2022|"When I talk about violent conditions, this is what I mean.

But hey, it’s much easier to frame people who steal bab… https://t.co/rMxdvcJAXW"|en|Democratic Party
1494392119775182861|138203134|Thu Feb 17 19:23:40 +0000 2022|"Ever wonder how to get on the ballot and run in NY?

Well, we’re here to teach you and set you up for practice! Our… https://t.co/Db3FUAEGqu"|en|Democratic Party
1493706830433898501|138203134|Tue Feb 15 22:00:34 +0000 2022|Fox News analysts already reaping the benefits of banning books, I see https://t.co/zFRBULnb0r|en|Democratic Party
1493704575559348228|138203134|Tue Feb 15 21:51:37 +0000 2022|Thanks! One funny aspect of this is sometimes a detractor will aggressively approach me in person, expecting me to… https://t.co/15l6kRFKTy|en|Democratic Party
1493056179400028166|138203134|Mon Feb 14 02:55:07 +0000 2022|Like I said, weirdos https://t.co/jTORwHc4JA|en|Democratic Party
1492935698156036104|138203134|Sun Feb 13 18:56:22 +0000 2022|Ted Cruz could never https://t.co/lGAO45uuy2|en|Democratic Party
1492657817010032640|138203134|Sun Feb 13 00:32:10 +0000 2022|Change happens one conversation at a time. https://t.co/r5UMCelVSW|en|Democratic Party
1492597912643248136|138203134|Sat Feb 12 20:34:08 +0000 2022|🙇🏽‍♀️ https://t.co/GiPTwzsrMW|und|Democratic Party
1491814334938419201|138203134|Thu Feb 10 16:40:28 +0000 2022|What are some of your favorite books / resources about housing?|en|Democratic Party
1491540990544519170|138203134|Wed Feb 09 22:34:18 +0000 2022|At least she leads by example. She clearly banned all books from her house years ago https://t.co/SGMheBuFzn|en|Democratic Party
1491539415902167042|138203134|Wed Feb 09 22:28:02 +0000 2022|"Well, since he decided to bring me into this…

Did you know that Cuéllar is an anti-choice Dem in a state where wom… https://t.co/HvL1lJbIen"|en|Democratic Party
1491480048947404805|138203134|Wed Feb 09 18:32:08 +0000 2022|Deep thoughts with Jack Handey over here https://t.co/9fhii4C49Q|en|Democratic Party
1490009629115486212|138203134|Sat Feb 05 17:09:13 +0000 2022|It’s shameful how both parties fight tooth + nail to defend their ability to pump endless public money into militar… https://t.co/jVSr4BVnPg|en|Democratic Party
1489663280067059712|138203134|Fri Feb 04 18:12:57 +0000 2022|"Texans, are you ready? 🤠

We’re coming in for a major DOUBLE-RALLY next Saturday, Feb 12th to send @GregCasar +… https://t.co/qqEvuY0K4O"|en|Democratic Party
1489388703659266049|138203134|Fri Feb 04 00:01:53 +0000 2022|On Capitol Hill, interns are often unpaid, many staffers don’t make a living wage, and lack of work protections can… https://t.co/RuTjKxmE6g|en|Democratic Party
1488934628295651337|138203134|Wed Feb 02 17:57:33 +0000 2022|Actually he should continue to make their lives as difficult as possible and treat them the way they treat, say, pu… https://t.co/3f5dULtmEd|en|Democratic Party
1488931717033467911|138203134|Wed Feb 02 17:45:59 +0000 2022|Yeah it’s bad 😬 https://t.co/XF7W0K72FB|en|Democratic Party
1488923813869981699|138203134|Wed Feb 02 17:14:34 +0000 2022|.@CongressmanRaja, @JoeNeguse and I have worked to ban members of Congress from trading individual stock for YEARS.… https://t.co/EkhDHFra7h|en|Democratic Party
1488597569127256064|138203134|Tue Feb 01 19:38:11 +0000 2022|Seniors, kids, &amp; people with disabilities in my community have been sleeping with bubble jackets on in 18 degree ni… https://t.co/VtjCAFaddh|en|Democratic Party
