id|user|created_at|text|lang|label
1499623661636141062|23022687|Fri Mar 04 05:51:57 +0000 2022|"This is absurd.

BOYCOTT Russian oil &amp; gas.

Leave the cats alone. https://t.co/qbJUAmOd55"|en|Republican Party
1499615452934414340|23022687|Fri Mar 04 05:19:20 +0000 2022|"This is an exceptionally bad idea.

Use massive economic sanctions; BOYCOTT Russian oil &amp; gas; and provide military… https://t.co/OTZel0Oiyf"|en|Republican Party
1499591124666798080|23022687|Fri Mar 04 03:42:39 +0000 2022|Mark it down, March 3, 2022–Nancy Pelosi is right on something. https://t.co/sd1wkvXczZ|en|Republican Party
1499590749557600256|23022687|Fri Mar 04 03:41:10 +0000 2022|🤔 https://t.co/iTwB5ashEg|und|Republican Party
1499589334579699712|23022687|Fri Mar 04 03:35:33 +0000 2022|Praise God. Wonderful news for @GovRonDeSantis and Casey &amp; their kids. An answer to prayer. https://t.co/2hVywipK6F|en|Republican Party
1499587593490550821|23022687|Fri Mar 04 03:28:37 +0000 2022|"It’s asinine that the US is STILL importing more than half a million barrels of oil per day from Russia.

America n… https://t.co/JFOj3P3wbC"|en|Republican Party
1499575895639609360|23022687|Fri Mar 04 02:42:08 +0000 2022|An inconvenient fact for Joe Biden: There are fewer jobs today than before COVID-19. #Verdict… https://t.co/MyRRBCyL0o|en|Republican Party
1499519590505893892|23022687|Thu Mar 03 22:58:24 +0000 2022|"Leftists eat their own:

CA Supreme Court denies 5000 STUDENTS admission they earned to Berkeley. 

This is cruel.… https://t.co/IfQ1ZXSbNy"|en|Republican Party
1499515309841125386|23022687|Thu Mar 03 22:41:24 +0000 2022|Tragically, Biden has a lot of expertise standing by &amp; allowing Putin to invade Ukraine. https://t.co/4gOLrkiZsN|en|Republican Party
1499514357708955649|23022687|Thu Mar 03 22:37:37 +0000 2022|The anti-American Leftist apologists at Politi-“fact” can’t even avoid contradicting themselves ON THE SAME DAMN PA… https://t.co/WMQgbwGmlI|en|Republican Party
1499510505152696323|23022687|Thu Mar 03 22:22:18 +0000 2022|yup https://t.co/W3WrZlXNDz|und|Republican Party
1499507175231741955|23022687|Thu Mar 03 22:09:04 +0000 2022|🤔 https://t.co/A4oooDjufr|und|Republican Party
1499506849435029504|23022687|Thu Mar 03 22:07:47 +0000 2022|Fully agree. https://t.co/2PdIjhRNfa|en|Republican Party
1499504984915906563|23022687|Thu Mar 03 22:00:22 +0000 2022|😬 https://t.co/ofgVLIZQZ0|und|Republican Party
1499501957316239363|23022687|Thu Mar 03 21:48:20 +0000 2022|Actually, giving billions to American-murdering terrorists is a really bad idea. https://t.co/zzUuaHN5wP|en|Republican Party
1499489774549319689|23022687|Thu Mar 03 20:59:56 +0000 2022|Yes. https://t.co/IzSdcePrTd|und|Republican Party
1499475136180891648|23022687|Thu Mar 03 20:01:46 +0000 2022|https://t.co/e7kTFemtMo https://t.co/1TTatIzxo4|und|Republican Party
1499474533857705992|23022687|Thu Mar 03 19:59:22 +0000 2022|Ixnay on these estionsquay! https://t.co/e7kTFe4SnO|en|Republican Party
1499464878293073959|23022687|Thu Mar 03 19:21:00 +0000 2022|"It's amazing how the science is calibrated to political dates like the State of the Union. 

Call it a State of the… https://t.co/j8pqFiY8QV"|en|Republican Party
1499464003101368323|23022687|Thu Mar 03 19:17:31 +0000 2022|Meet the Ayatollah’s new Energy Minister…. https://t.co/dcYcbqd0Jy|in|Republican Party
1499461546174558253|23022687|Thu Mar 03 19:07:45 +0000 2022|"Powerful:  South Texas is turning red!

@CasandraLGarcia and @monica4congress are both fantastic candidates.

BOTH… https://t.co/D94Kn3htAk"|en|Republican Party
1499446253242957829|23022687|Thu Mar 03 18:06:59 +0000 2022|Team Biden would rather fund the Ayatollah's Death to America regime than allow Americans to produce energy for our… https://t.co/RW9bVPFKDy|en|Republican Party
1499432462434324483|23022687|Thu Mar 03 17:12:11 +0000 2022|"The science hasn’t changed; the Democrats’ polling has changed dramatically. #Verdict 
https://t.co/K0ChV1vUvy https://t.co/K9El02B8bE"|en|Republican Party
1499426963131408384|23022687|Thu Mar 03 16:50:20 +0000 2022|👀 https://t.co/mKibGzSnKf|und|Republican Party
1499425749492801538|23022687|Thu Mar 03 16:45:31 +0000 2022|Thanks to the Dems, coming soon to a city near you…. https://t.co/yXpInbW6CQ|en|Republican Party
1499425467694305284|23022687|Thu Mar 03 16:44:24 +0000 2022|Damn good Q. https://t.co/gdsVZyswsq|en|Republican Party
1499425246948073473|23022687|Thu Mar 03 16:43:31 +0000 2022|Boy, “The Science”™️ sure pays attention to political polls…. https://t.co/6nRPmCTxpO|en|Republican Party
1499396685427986437|23022687|Thu Mar 03 14:50:01 +0000 2022|"Enjoyed visiting this morning with ⁦@kevinolearytv⁩ re the future of #crypto and #bitcoin

Fascinating discussion.… https://t.co/RFgsxwI0Um"|en|Republican Party
1499371819257765889|23022687|Thu Mar 03 13:11:13 +0000 2022|The Biden admin explains why they are funding Putin’s war on Ukraine. https://t.co/s5rjc4b72y|en|Republican Party
1499371558132924417|23022687|Thu Mar 03 13:10:11 +0000 2022|"The masks aren’t working.

We can still hear them. https://t.co/xeoyVbUXmY"|en|Republican Party
1499370987921551360|23022687|Thu Mar 03 13:07:55 +0000 2022|🤣 https://t.co/ArqmD6iQZz|und|Republican Party
1499362114418487296|23022687|Thu Mar 03 12:32:39 +0000 2022|👇 https://t.co/qx33GAj4uE|und|Republican Party
1499208993599856644|23022687|Thu Mar 03 02:24:12 +0000 2022|"Joe Biden’s State of the Union address was the most out of touch #SOTU I’ve ever seen.

While Biden made brief ackn… https://t.co/7jUqe822Oe"|en|Republican Party
1499134259029843968|23022687|Wed Mar 02 21:27:14 +0000 2022|👀 https://t.co/Ch5dp3r3J2|und|Republican Party
1499096450189254656|23022687|Wed Mar 02 18:57:00 +0000 2022|"Putin wants to make the lives of Americans worse. 

He's trying to rebuild the Soviet Union. It is in our interest… https://t.co/hNky7wGjN8"|en|Republican Party
1499078079150538756|23022687|Wed Mar 02 17:44:00 +0000 2022|Biden’s #SOTU address was incredibly disconnected and out of touch. https://t.co/lA2UPtkIvc|en|Republican Party
1499069986823970825|23022687|Wed Mar 02 17:11:50 +0000 2022|"This needs to be formalized and locked in. 

The world needs to boycott Russian energy. https://t.co/beDEYiSS3c"|en|Republican Party
1499062121329479686|23022687|Wed Mar 02 16:40:35 +0000 2022|🤔 https://t.co/a1M2848kk2|und|Republican Party
1498894584277086217|23022687|Wed Mar 02 05:34:51 +0000 2022|Joe Biden’s State of the Union speech was really disappointing and completely out of touch. #SOTU https://t.co/qwzhYKgMMJ|en|Republican Party
1498865520510132227|23022687|Wed Mar 02 03:39:22 +0000 2022|true that. https://t.co/TfkSmP1l5K|en|Republican Party
1498865356856864771|23022687|Wed Mar 02 03:38:43 +0000 2022|🤷🏻‍♂️ https://t.co/gOhusRZKmr|und|Republican Party
1498864758531010569|23022687|Wed Mar 02 03:36:20 +0000 2022|"My friend ⁦@laurenboebert⁩ at #SOTU

Drill Baby Drill! https://t.co/iW1yV1gju4"|en|Republican Party
1498829792497614852|23022687|Wed Mar 02 01:17:24 +0000 2022|"An all-new episode of #Verdict is out now on YouTube, Apple Podcasts, and Spotify: 

March to Kyiv | Ep. 113… https://t.co/9D5PkDPP3q"|en|Republican Party
1498783927321964548|23022687|Tue Mar 01 22:15:08 +0000 2022|"Kamala Harris explains the Ukraine/Russia conflict:

“Ukraine is a country in Europe. It exists next to another cou… https://t.co/f2rN5PbVlu"|en|Republican Party
1498755415621914628|23022687|Tue Mar 01 20:21:51 +0000 2022|https://t.co/tlaGlAYJla https://t.co/Wag11dT9An|und|Republican Party
1498753386715525125|23022687|Tue Mar 01 20:13:47 +0000 2022|Good riddance. https://t.co/eLGwGNzTvb|en|Republican Party
1498732643231350789|23022687|Tue Mar 01 18:51:21 +0000 2022|"Leftist hacks are confused. It’s not complicated—

Russia: BAD.

American energy &amp; jobs:  GOOD.

Biden has it backw… https://t.co/mJr79fH2pA"|en|Republican Party
1498704342416863246|23022687|Tue Mar 01 16:58:54 +0000 2022|👇 https://t.co/ad2RchM6vm|und|Republican Party
1498692178641629189|23022687|Tue Mar 01 16:10:34 +0000 2022|Andrew Breitbart was a titan of the conservative movement. He fearlessly spoke truth to power and his memory is a b… https://t.co/ZgWdQwaN0V|en|Republican Party
