id|user|created_at|text|lang|label|retweet_count|favorite_count
1520403866843586562|234014087|Sat Apr 30 14:05:04 +0000 2022|"Unregulated open carry laws spit in the face of the families of every victim of gun violence from the streets of Miami Gardens to the dance floor of Pulse &amp; the halls of MSD in Parkland. We deserve to be safe in our communities. This puts lives in danger. 
https://t.co/WgbpYW7vTs"|en|D|16|30
1519742498851205121|234014087|Thu Apr 28 18:17:01 +0000 2022|On #YomHaShoah, Holocaust Remembrance Day, we solemnly remember the millions of Jewish victims and others murdered at the hands of Nazi persecution. At a time of rising antisemitism, it is more critical than ever for us to remember the lessons of the #Holocaust. https://t.co/lVJg5yws7T|en|D|6|10
1519029608959643649|234014087|Tue Apr 26 19:04:15 +0000 2022|The #CSSBMB isn’t built on politics, it’s built on humanity, empathy, unification, dedication, persistence, but most importantly, the desire for change. We must create stronger communities and an equitable society for all.https://t.co/Szvje5C77u|en|D|6|7
1518687420312608770|234014087|Mon Apr 25 20:24:31 +0000 2022|.@POTUS commitment to strong job creation has helped the nation bounce back from the effects of #COVID19. Thanks to investments in our economy and small businesses, Florida has added 567,700 new jobs to the state and welcomed a new pandemic-era low unemployment rate. https://t.co/z9jET42s7J|en|D|9|8
1517922872513249285|234014087|Sat Apr 23 17:46:29 +0000 2022|Congratulations and welcome to the Florida Senate, Senator Rosalind Osgood (@ReverendRos). https://t.co/D7LR7QOat5|en|D|4|19
1517635792943919116|234014087|Fri Apr 22 22:45:44 +0000 2022|Yesterday, I had the pleasure of welcoming Florida HBCU Presidents from @flmemorialuniv, @famu_1887, @bethunecookman, and @ewctigers to District 24 for the 2022 HBCU Impact Summit. Thank you all for fighting to elevate and improve the fabric of these great institutions! https://t.co/cPGpadGm7P|en|D|3|15
1517567919756095493|234014087|Fri Apr 22 18:16:01 +0000 2022|"Our children deserve a livable future.
Our children deserve a healthy planet.
Our children deserve clean air and water.

This #EarthDay, I'm more committed than ever to fighting for climate action that will protect our planet — and the health of future generations. https://t.co/eIpBdD4173"|en|D|4|9
1517552704838586372|234014087|Fri Apr 22 17:15:34 +0000 2022|LIVE NOW: Join me, #CSSBMBConnect, and featured guests for an exciting roundtable discussion on the challenges faced by Black men and boys in the criminal justice system. https://t.co/zPgJ2Vpy4I|en|D|0|7
1517550076880691201|234014087|Fri Apr 22 17:05:07 +0000 2022|Congratulations to the 2022 @CarrieMeek_FDN Mobilize Grant winners! From addressing housing challenges to increasing access to healthcare, these grant recipients are working hard to improve our communities and inspire the next generation of leaders. https://t.co/3f88A89UsS|en|D|1|9
1517504956173012992|234014087|Fri Apr 22 14:05:50 +0000 2022|Today at 1:00 PM, tune into the @USCCR Commission on the Social Status of Black Men and Boys roundtable where we'll be addressing the systematic challenges faced by Black men and boys in the criminal justice system in America featuring some exciting speakers! #CSSMBMConnect https://t.co/74YebNIo2M|en|D|6|8
