id|user|created_at|text|lang|label
1499534463679799296|216776631|Thu Mar 03 23:57:30 +0000 2022|I have so much respect for the incredibly brave people in Russia who are risking so much by being out in the street… https://t.co/CsNfoSvTel|en|Democratic Party
1499416559621599232|216776631|Thu Mar 03 16:09:00 +0000 2022|Worker productivity is up 62% since the 1970s, yet wages have barely budged in the same period — meanwhile, CEOs in… https://t.co/lCW1dr4o2P|en|Democratic Party
1499090716085170179|216776631|Wed Mar 02 18:34:13 +0000 2022|The 30 Major League Baseball owners are worth over $100 billion. The value of their teams increased by more than $4… https://t.co/37Eh3jeSJy|en|Democratic Party
1499038125120794624|216776631|Wed Mar 02 15:05:14 +0000 2022|Congratulations to @GregCasar on winning your primary in TX-35! Greg will be a progressive force for the people, re… https://t.co/sN691VOtWp|en|Democratic Party
1498775884018368514|216776631|Tue Mar 01 21:43:11 +0000 2022|Putin is not only an autocrat who initiated an illegal &amp; immoral war against Ukraine, he's the leader of an oligarc… https://t.co/B0U1Ge4Dej|en|Democratic Party
1498723492862304261|216776631|Tue Mar 01 18:15:00 +0000 2022|It is no great secret that we have a broken criminal justice system in this country. @MerrittForTexas has the coura… https://t.co/XXuroPAumb|en|Democratic Party
1498633387887583232|216776631|Tue Mar 01 12:16:57 +0000 2022|"TEXAS: today you've got the chance to vote for bold leaders who will fight for the needs of working people.

In TX-… https://t.co/ZazEhTawPn"|en|Democratic Party
1498397891920109575|216776631|Mon Feb 28 20:41:10 +0000 2022|I stand in solidarity with the 1,300 workers at the Hershey's factory in Virginia who are voting to join a union af… https://t.co/w69hbeDg19|en|Democratic Party
1497702327658156037|216776631|Sat Feb 26 22:37:15 +0000 2022|At a time when so many Americans are hurting and feel totally powerless, Starbucks workers are taking on corporate… https://t.co/tycyqcCgNZ|en|Democratic Party
1497603801108434950|216776631|Sat Feb 26 16:05:44 +0000 2022|Congratulations to the workers in Mesa, Arizona for overwhelmingly voting to form the 3rd union shop at Starbucks.… https://t.co/lTl6A83H4d|en|Democratic Party
1497386251418222592|216776631|Sat Feb 26 01:41:17 +0000 2022|Putin and his oligarch friends don't want you to see these images. Participating in an anti-war march in an authori… https://t.co/fofxJq2wP1|en|Democratic Party
1497250040674504706|216776631|Fri Feb 25 16:40:01 +0000 2022|Today, I stand in solidarity with the Ukrainian people against this war and with the Russian people who are demonst… https://t.co/Gv0HkhIx5P|en|Democratic Party
1496949871038840836|216776631|Thu Feb 24 20:47:15 +0000 2022|Putin, a multi-billionaire, is the poster boy for greed and oligarchy. Maybe, before starting a war that could kill… https://t.co/SmCOFGZFgJ|en|Democratic Party
1496930127560642589|216776631|Thu Feb 24 19:28:48 +0000 2022|Ice cream cakemakers at Jon Donaire bakery went on strike four months ago. They stood up to corporate greed, fought… https://t.co/ICupod5f2z|en|Democratic Party
1496668068407304195|216776631|Thu Feb 24 02:07:28 +0000 2022|You and the work you are doing are an inspiration to so many of us. Thank YOU to the workers who are organizing eve… https://t.co/Hl6U7Jwh40|en|Democratic Party
1496665934878187526|216776631|Thu Feb 24 01:59:00 +0000 2022|"If you start a job at Starbucks tomorrow, are you going to make a livable wage? ""Absolutely not.""

Will you be able… https://t.co/T8Qj8z6QGH"|en|Democratic Party
1496664153662140418|216776631|Thu Feb 24 01:51:55 +0000 2022|Let me say a word to the younger generation. You have had it tough — but in my humble opinion, you are a great gene… https://t.co/OoiM374NUA|en|Democratic Party
1496654101626728453|216776631|Thu Feb 24 01:11:58 +0000 2022|The organizing effort at Starbucks is spreading like wildfire. We’re LIVE now with workers who are taking on exactl… https://t.co/uosVI3H5N5|en|Democratic Party
1496651724978733057|216776631|Thu Feb 24 01:02:32 +0000 2022|LIVE: Starbucks is doing VERY well. Revenues are up. Profits are up. Even its CEO’s pay is up. So why is the compan… https://t.co/qbgYJ7sSAJ|en|Democratic Party
1496632665432338433|216776631|Wed Feb 23 23:46:48 +0000 2022|Profits at Starbucks are UP and the CEO got a BIG raise last year. But the company is doing all it can to stop work… https://t.co/wkP9TtITtE|en|Democratic Party
1496541363961090048|216776631|Wed Feb 23 17:44:00 +0000 2022|"It is no small feat to stand up to an enormous corporation like Starbucks and to say, ""you know what? I deserve dig… https://t.co/XIL0VDx8FL"|en|Democratic Party
1496256990066085891|216776631|Tue Feb 22 22:54:00 +0000 2022|Starbucks workers should be able to form a union without fear of being fired. End of discussion.|en|Democratic Party
1496180733576159232|216776631|Tue Feb 22 17:50:59 +0000 2022|"Take a look around the economy today.

McDonald's: profits up 59%. They're raising prices.

Starbucks: record profi… https://t.co/o9Zk1l84gT"|en|Democratic Party
1495904346617389058|216776631|Mon Feb 21 23:32:43 +0000 2022|Workers at Starbucks have ignited a nationwide movement united in the struggle for dignity and respect on the job.… https://t.co/K9eAwKLs1N|en|Democratic Party
1495801323077443588|216776631|Mon Feb 21 16:43:20 +0000 2022|Meanwhile, real wages for the working class of this country have barely budged in 50 years. https://t.co/J67GP66EbD|en|Democratic Party
1495456725360648193|216776631|Sun Feb 20 17:54:02 +0000 2022|"Think the Gilded Age is 'ancient history'? WRONG.

The average American worker produces far more today than they di… https://t.co/UewtQhkS1q"|en|Democratic Party
1495175761032101889|216776631|Sat Feb 19 23:17:35 +0000 2022|Many millions of Russians and Ukrainians died during World War II. The Russian and Ukrainian people do not need a n… https://t.co/7WugN33z7w|en|Democratic Party
1495103298633936901|216776631|Sat Feb 19 18:29:38 +0000 2022|This is what the war on women's rights looks like. They want to take us back to the 19th century. https://t.co/EGEj7UfRm3|en|Democratic Party
1494777151681351683|216776631|Fri Feb 18 20:53:39 +0000 2022|A corrupt political system is 745 billionaires becoming $2.1 trillion richer during the pandemic, while 3.7 million… https://t.co/XvD1LRcSCb|en|Democratic Party
1494507462510137375|216776631|Fri Feb 18 03:02:00 +0000 2022|Good. Now cancel the remaining $1,883,214,046,704 for 44,984,000 other Americans who are still drowning in student… https://t.co/EVt7QCrMJs|en|Democratic Party
1494439262871175175|216776631|Thu Feb 17 22:31:00 +0000 2022|"It is not a luxury to be able to hear the world around you.

It is not a luxury to keep teeth in your mouth.

It is… https://t.co/ol96BfImdF"|en|Democratic Party
1494427511169630210|216776631|Thu Feb 17 21:44:18 +0000 2022|I’m endorsing Lee Merritt for Texas Attorney General because he understands that our broken criminal justice system… https://t.co/THkp1zVZwn|en|Democratic Party
1494397235789893639|216776631|Thu Feb 17 19:44:00 +0000 2022|"7 out of 10 millennials in this country are living paycheck to paycheck.
6 out of 10 millennials could not afford t… https://t.co/1EuRSvDGwF"|en|Democratic Party
