id|user|created_at|text|lang|label
1499572824515694606|930552552302792705|Fri Mar 04 02:29:56 +0000 2022|"America: inflation is screwing us, our border is lawless, and there’s a ground war in Europe.

Kamala: we need to g… https://t.co/TMlOVG5t1D"|en|Republican Party
1499570750696607762|930552552302792705|Fri Mar 04 02:21:42 +0000 2022|"How is this your priority right now.

Btw the Equality Act codifies men in women’s sports. https://t.co/NEbWhnoPpU"|en|Republican Party
1499498916756307971|930552552302792705|Thu Mar 03 21:36:15 +0000 2022|Every time I come to an airport I wonder why we are still wearing masks here.|en|Republican Party
1499428569893715970|930552552302792705|Thu Mar 03 16:56:43 +0000 2022|"Anyone still wondering who the bad guys are?

Putin should burn in hell at the hands of a Ukrainian insurgency and… https://t.co/KGtfe5XpN1"|en|Republican Party
1499428547336757249|930552552302792705|Thu Mar 03 16:56:38 +0000 2022|These guys won their open seat primaries WITHOUT A RUNOFF. Pretty rare in a crowded primary. Congrats @MLuttrellTX… https://t.co/godQvIPbr3|en|Republican Party
1498842008911294472|930552552302792705|Wed Mar 02 02:05:56 +0000 2022|Big election victory. Thank you for your continued support TX-02. Tara and I are blessed to represent you.|en|Republican Party
1498804748870369289|930552552302792705|Tue Mar 01 23:37:53 +0000 2022|This is a fixable problem if acted upon quickly. https://t.co/0oOmxBzp4J|en|Republican Party
1498702694936199173|930552552302792705|Tue Mar 01 16:52:21 +0000 2022|"Climate change isn’t murdering Ukrainian civilians. 

The Russians are. https://t.co/asvSEguT9E"|en|Republican Party
1498422039220207619|930552552302792705|Mon Feb 28 22:17:08 +0000 2022|Many now realizing this was never about Russian defensive concerns, but about Putin’s imperial desires. They won’t… https://t.co/cVOBhEqLIm|en|Republican Party
1498416710688428033|930552552302792705|Mon Feb 28 21:55:57 +0000 2022|GO VOTE TOMORROW TEXAS! https://t.co/JRHm7b2kK4|en|Republican Party
1498363666546278401|930552552302792705|Mon Feb 28 18:25:11 +0000 2022|"Russia and China are openly challenging the West. We must accept this reality, and act accordingly:

1. Achieve glo… https://t.co/IPAU0xGye9"|en|Republican Party
1497958096001372166|930552552302792705|Sun Feb 27 15:33:35 +0000 2022|"We were told by many that showing strength &amp; resolve would be provocative, escalate tensions. 

But the opposite ha… https://t.co/adMMBT5F97"|en|Republican Party
1497646861313720320|930552552302792705|Sat Feb 26 18:56:51 +0000 2022|Russia fundamentally rearranged the international order. There’s no going back. Those who denied Putin’s evil and p… https://t.co/hYs7Wdn9nE|en|Republican Party
1497622867860541441|930552552302792705|Sat Feb 26 17:21:30 +0000 2022|"Everyone is asking the same question: what can we do?

With respect to the energy problem, here’s something very si… https://t.co/g7csDhN3Ep"|en|Republican Party
1497449388817272833|930552552302792705|Sat Feb 26 05:52:10 +0000 2022|Leadership. https://t.co/7Gfi9B2vSU|en|Republican Party
1497307944114966530|930552552302792705|Fri Feb 25 20:30:07 +0000 2022|"Snake Island says go f yourself.

Ghost of Kyiv kills 5 Russian jets by himself.

Woman passes out sunflower seeds… https://t.co/pr01tmRGpz"|en|Republican Party
1497272170954776580|930552552302792705|Fri Feb 25 18:07:58 +0000 2022|Hillary is the worst. https://t.co/B1xIFZHC0A|en|Republican Party
