id|user|created_at|text|lang|label
1499544204309147648|939091|Fri Mar 04 00:36:13 +0000 2022|To the Russian oligarchs and corrupt leaders who have bilked billions of dollars off this violent regime: no more. https://t.co/tyHE8V4gIa|en|Democratic Party
1499448280106819586|939091|Thu Mar 03 18:15:03 +0000 2022|Last year, our economy created 369,000 American manufacturing jobs. Don’t tell me we can't be a manufacturing center again—we can.|en|Democratic Party
1498859549859753987|939091|Wed Mar 02 03:15:38 +0000 2022|We are stronger today than we were a year ago. And we will be stronger a year from now than we are today. This is o… https://t.co/pM6EhdWJvm|en|Democratic Party
1498858901785264129|939091|Wed Mar 02 03:13:04 +0000 2022|I’m more optimistic about America today than I’ve been my whole life, because I see the future that’s within our gr… https://t.co/dQVxFHuk4L|en|Democratic Party
1498857896586752003|939091|Wed Mar 02 03:09:04 +0000 2022|Last month, I announced the plan to supercharge the Cancer Moonshot that President @BarackObama asked me to lead si… https://t.co/f0jiLBMaSz|en|Democratic Party
1498855886948913154|939091|Wed Mar 02 03:01:05 +0000 2022|"The onslaught of state laws targeting transgender Americans and their families is simply wrong.

As I said last yea… https://t.co/Kb1iwwSsEv"|en|Democratic Party
1498851847485931523|939091|Wed Mar 02 02:45:02 +0000 2022|"As Wall Street firms take over more nursing homes, quality in those homes has gone down and costs have gone up.
Tha… https://t.co/OyVwCi2Glg"|en|Democratic Party
1498849358405591041|939091|Wed Mar 02 02:35:08 +0000 2022|"My plan to fight inflation will lower your costs and lower the deficit.

17 Nobel laureates in economics said my pl… https://t.co/8MNSfVbsTZ"|en|Democratic Party
1498848735798960130|939091|Wed Mar 02 02:32:40 +0000 2022|"Ford is investing $11B to build electric vehicles—creating 11,000 jobs across the country.

GM is making the larges… https://t.co/cH4YEiXxSh"|en|Democratic Party
1498847613319323648|939091|Wed Mar 02 02:28:12 +0000 2022|Tonight, I’m announcing that this year we will start fixing over 65,000 miles of highway and 1,500 bridges in disrepair.|en|Democratic Party
1498847180022505472|939091|Wed Mar 02 02:26:29 +0000 2022|"We’re done talking about infrastructure weeks.
We’re going to have an infrastructure decade.

It is going to transform America."|en|Democratic Party
1498846647576580097|939091|Wed Mar 02 02:24:22 +0000 2022|Unlike the $2 trillion tax cut passed in the previous administration that benefited the top 1% of Americans, the Am… https://t.co/v6JW6wEgWO|en|Democratic Party
1498673917791281153|939091|Tue Mar 01 14:58:00 +0000 2022|"Tonight, I’ll be taking the stage to deliver my State of the Union address to the nation.

Folks in every corner of… https://t.co/GDruQi1lzX"|en|Democratic Party
1498352115625959425|939091|Mon Feb 28 17:39:17 +0000 2022|I believe it’s time that we have a Court that reflects the full talents and greatness of our nation with a nominee… https://t.co/HpatRGf0c2|en|Democratic Party
1497703523366195201|939091|Sat Feb 26 22:42:00 +0000 2022|With a uniquely accomplished and wide-ranging background both in public service and in private law practice, Judge… https://t.co/B22ApF7KjE|en|Democratic Party
1497620726806978567|939091|Sat Feb 26 17:13:00 +0000 2022|Two years ago, I made the commitment to nominate the first Black woman to the Supreme Court. I sought a candidate w… https://t.co/h4eiNgixBJ|en|Democratic Party
1494822544385449984|939091|Fri Feb 18 23:54:01 +0000 2022|The Great Lakes provide more drinking water than any set of lakes in the world, benefitting more than 40 million pe… https://t.co/Eij7cZUaP3|en|Democratic Party
1494749358306349064|939091|Fri Feb 18 19:03:12 +0000 2022|We’re investing $1 billion to make the most significant restoration and cleanup of the Great Lakes in its history.… https://t.co/6TFb1JVEiA|en|Democratic Party
1494373585716187147|939091|Thu Feb 17 18:10:01 +0000 2022|"17 Nobel Prize winners in economics say the Build Back Better Agenda will ease longer-term inflationary pressures.

We can get this done."|en|Democratic Party
1494079142404448256|939091|Wed Feb 16 22:40:00 +0000 2022|If Congress passes our Build Back Better Agenda, we can lower costs for working families with a stroke of a pen.|en|Democratic Party
1493993676221169667|939091|Wed Feb 16 17:00:24 +0000 2022|My Build Back Better Agenda would lower child care costs, helping parents get back to work. This will help reduce t… https://t.co/CxTkWMLFyW|en|Democratic Party
1493315864288018439|939091|Mon Feb 14 20:07:01 +0000 2022|Under the Build Back Better plan, no one making under $400,000 per year will see their taxes go up a single penny.|en|Democratic Party
1493262766198636544|939091|Mon Feb 14 16:36:01 +0000 2022|The Bipartisan Infrastructure Law includes $7.5B for states to start building a national network of electric vehicl… https://t.co/ILTYJYXhiP|en|Democratic Party
1492940390135123973|939091|Sun Feb 13 19:15:01 +0000 2022|We're on track to build a convenient, reliable, equitable national public charging network so that, no matter where… https://t.co/VgzQl9SU6c|en|Democratic Party
1492905157088141316|939091|Sun Feb 13 16:55:00 +0000 2022|The clean energy investments in my Build Back Better plan will set our country on track to create more good-paying… https://t.co/CHRlfIsu6N|en|Democratic Party
1492898872405991431|939091|Sun Feb 13 16:30:02 +0000 2022|If it costs drug companies less than $10 to make a vial of insulin, there’s no reason Americans should pay over $30… https://t.co/pld6xh2P9h|en|Democratic Party
1492623802248871943|939091|Sat Feb 12 22:17:00 +0000 2022|Last year, the American Rescue Plan made affordable, quality coverage a reality for over 5M Americans. My Build Bac… https://t.co/rGTpHdyLaj|en|Democratic Party
1492602914036236288|939091|Sat Feb 12 20:54:00 +0000 2022|"Nearly one in four Americans struggle to afford prescription drugs. 

Nearly 30% have skipped doses—or cut pills in… https://t.co/7oILp4PgXo"|en|Democratic Party
1492535026814234630|939091|Sat Feb 12 16:24:15 +0000 2022|No American should have to ration or avoid refilling prescriptions because they cannot afford them. My Build Back B… https://t.co/QhG2yyPbq2|en|Democratic Party
1492240928328794116|939091|Fri Feb 11 20:55:36 +0000 2022|We’re gearing up to make all 600,000 federal government vehicles electric, bringing more manufacturing jobs back to… https://t.co/93EKoE4h5b|en|Democratic Party
1491951120029212692|939091|Fri Feb 11 01:44:00 +0000 2022|"Last year saw the highest increase in U.S. manufacturing jobs in nearly 30 years. 

By investing in innovation and… https://t.co/IhQSqUmq08"|en|Democratic Party
1491890979573542912|939091|Thu Feb 10 21:45:02 +0000 2022|With my Build Back Better plan, we’ll usher in a new generation of electricity—one that builds a clean energy futur… https://t.co/r3GRoiBgf9|en|Democratic Party
1491547712784850954|939091|Wed Feb 09 23:01:01 +0000 2022|From my time as vice president to now, I'm making sure our country is built on good-paying union jobs because we kn… https://t.co/GOoE7c8juL|en|Democratic Party
1491164184461066247|939091|Tue Feb 08 21:37:00 +0000 2022|"Get vaccinated. 
Get boosted. 
Wear a mask while you’re in public. 

We are going to get through this together."|en|Democratic Party
1490841561625677827|939091|Tue Feb 08 00:15:01 +0000 2022|Folks, I am proud to call myself a union president because organized unions know how to get it done. And we are goi… https://t.co/adOvBaIiq3|en|Democratic Party
1490733869942910977|939091|Mon Feb 07 17:07:05 +0000 2022|There’s a clear choice between a party that is focused on the future, and a party that’s focused on trying to relit… https://t.co/d0Ani4gUsq|en|Democratic Party
1490484203816988672|939091|Mon Feb 07 00:35:00 +0000 2022|When we invest in innovation, it powers up the private sector to do what it does best: creating new technologies, n… https://t.co/gkuaNGNbxX|en|Democratic Party
1490449977495203840|939091|Sun Feb 06 22:19:00 +0000 2022|"Americans have missed more than 9 million cancer screenings in the last two years because of COVID-19. 

If you wer… https://t.co/fLiKydrJ2S"|en|Democratic Party
1490423302480973827|939091|Sun Feb 06 20:33:00 +0000 2022|The Bipartisan Infrastructure Law will rebuild our nation’s roads and bridges, creating more good union jobs. And w… https://t.co/73HzvXhiFE|en|Democratic Party
1490404428314152960|939091|Sun Feb 06 19:18:00 +0000 2022|I know that there is more work to do to repair the frustration and fatigue in our country as a result of the pandem… https://t.co/Gw5BCwfO0i|en|Democratic Party
