id|user|created_at|text|lang|label
1499599270403612672|82489457|Fri Mar 04 04:15:01 +0000 2022|Our inability to address the climate crisis at the federal level, fueled by disinformation, right-wing intransigenc… https://t.co/1EuwrIeadp|en|Democratic Party
1499551453379276807|82489457|Fri Mar 04 01:05:01 +0000 2022|More than 10% of Americans have diabetes, many of whom depend on insulin to manage their condition. People who need… https://t.co/GI6Xjw7G9k|en|Democratic Party
1499505219322982401|82489457|Thu Mar 03 22:01:18 +0000 2022|As a former secretary of state, I find this notion that increasing voter turnout is somehow nefarious to be ludicro… https://t.co/HGFOu5h2S1|en|Democratic Party
1499470927922401284|82489457|Thu Mar 03 19:45:02 +0000 2022|As @POTUS noted during the State of the Union this week, 55 Fortune 500 corporations earned $40 billion in profits… https://t.co/tswgGggnhe|en|Democratic Party
1499443241346904072|82489457|Thu Mar 03 17:55:01 +0000 2022|Making it more difficult for Americans to have their voices heard at the ballot box is an affront to our democracy.… https://t.co/g60VWsZaFY|en|Democratic Party
1499440737548701697|82489457|Thu Mar 03 17:45:04 +0000 2022|We urge the administration to take all necessary steps to ensure that Ukrainian nationals currently in the United S… https://t.co/9VjqpDCs5t|en|Democratic Party
1499235622506184707|82489457|Thu Mar 03 04:10:01 +0000 2022|Backers of the Big Lie MUST be held accountable to the fullest extent of the law. https://t.co/SyM2z4CRO5|en|Democratic Party
1499203109268205573|82489457|Thu Mar 03 02:00:49 +0000 2022|Housing costs are out of control across the country. That's why I've introduced the Housing for All Act, to invest… https://t.co/dTQYkCi1xX|en|Democratic Party
1499153835390025730|82489457|Wed Mar 02 22:45:01 +0000 2022|Climate change is already a CRISIS. When will my colleagues on the other side of the aisle come to the table to add… https://t.co/4szDplpCfb|en|Democratic Party
1499116092165345282|82489457|Wed Mar 02 20:15:03 +0000 2022|It's time we stop letting the richest individuals and corporations evade paying their fair share in taxes and inste… https://t.co/qtSYbpJfUJ|en|Democratic Party
1498868204533436418|82489457|Wed Mar 02 03:50:02 +0000 2022|Here are some ways that all of us can help the people of Ukraine during this time of great need and uncertainty. https://t.co/qLR0qJpIuH|en|Democratic Party
1498820389421686787|82489457|Wed Mar 02 00:40:02 +0000 2022|A shocking and senseless act of violence. My heart goes out to all those affected by this terrible tragedy. https://t.co/eHc5YKsEK6|en|Democratic Party
1498792707594063875|82489457|Tue Mar 01 22:50:02 +0000 2022|Republicans blocked the Women’s Health Protection Act last night. We CANNOT accept the ongoing attacks on Roe vs. W… https://t.co/0F0oZ4QP59|en|Democratic Party
1498761250280509441|82489457|Tue Mar 01 20:45:02 +0000 2022|Today is the first day of Women's history month, a time to commemorate and celebrate the vital contributions of wom… https://t.co/elkcUzBm6V|en|Democratic Party
1498722771471323148|82489457|Tue Mar 01 18:12:08 +0000 2022|Angela and I send our deepest condolences to Dianne and her family in this difficult time. https://t.co/cdNH7RvvAH|en|Democratic Party
1498497007039700997|82489457|Tue Mar 01 03:15:01 +0000 2022|Democracy cannot be taken for granted. Self government requires a citizenry that is informed and engaged, and a lev… https://t.co/TBF1YLnBvT|en|Democratic Party
1498448296603488263|82489457|Tue Mar 01 00:01:28 +0000 2022|It's not too late... but we MUST ACT NOW. Those that obstruct progress on addressing the climate crisis have the we… https://t.co/g5pJweq0CR|en|Democratic Party
1498395117945774088|82489457|Mon Feb 28 20:30:09 +0000 2022|Let's not forget, it wasn't long ago that former president Trump was impeached for extorting Ukraine by withholding… https://t.co/fW3ogGSKEH|en|Democratic Party
1498357986514907140|82489457|Mon Feb 28 18:02:36 +0000 2022|The lack of affordable housing is at the root of many disparities, which creates a ripple effect throughout our eco… https://t.co/5eOh2McrCP|en|Democratic Party
1498114485541871616|82489457|Mon Feb 28 01:55:01 +0000 2022|As a member of the Senate Judiciary Committee I look forward to fully engaging in the process of this historic nomi… https://t.co/NeZqORusVx|en|Democratic Party
1498075481639473160|82489457|Sun Feb 27 23:20:02 +0000 2022|Last month we came two votes away from passing the most transformative set of reforms to our democracy seen in at l… https://t.co/RqFJrQUroA|en|Democratic Party
1498028924646871040|82489457|Sun Feb 27 20:15:02 +0000 2022|Climate change is already taking an enormous economic toll here at home. That's why it's critically important we co… https://t.co/7YAEgcjcTk|en|Democratic Party
1497980021369184265|82489457|Sun Feb 27 17:00:42 +0000 2022|Corporate profits among some of the largest companies in the world are surging while millions of Americans struggle… https://t.co/M5iFgC0vnC|en|Democratic Party
1497738330649370627|82489457|Sun Feb 27 01:00:19 +0000 2022|Misconduct such as this in our federal prison system requires immediate action and reform. https://t.co/YukON1SpZD|en|Democratic Party
1497693101648982020|82489457|Sat Feb 26 22:00:35 +0000 2022|Among the many lessons that the COVID-19 pandemic has taught us, one that we must internalize politically is that a… https://t.co/BK8utXIY8g|en|Democratic Party
