id|user|created_at|text|lang|label
1499550215313018880|308794407|Fri Mar 04 01:00:06 +0000 2022|As is our duty as Senators and as I’ve said time and time again, we will move forward with a just, transparent, and… https://t.co/1UGwLY93Q4|en|Democratic Party
1499523013963825153|308794407|Thu Mar 03 23:12:00 +0000 2022|While pushing to cater to corporations and cut taxes for the ultra-wealthy, Mitch McConnell’s GOP is simultaneously… https://t.co/8FzPh8USks|en|Democratic Party
1499517728046129156|308794407|Thu Mar 03 22:51:00 +0000 2022|It’s this simple: insulin and other life-saving medication should be affordable and accessible to all. I’m proud to… https://t.co/b7AFim0Zaq|en|Democratic Party
1498780370166288386|308794407|Tue Mar 01 22:01:00 +0000 2022|Republicans have spent the last two years obstructing Democratic legislation that would reduce child poverty, lower… https://t.co/cKLdbSxMhF|en|Democratic Party
1498718966600060935|308794407|Tue Mar 01 17:57:01 +0000 2022|We need to get to the bottom of this. I’m joining my colleagues in calling for more transparency and action from th… https://t.co/8hHQbmN7kW|en|Democratic Party
1498694806435999745|308794407|Tue Mar 01 16:21:00 +0000 2022|Yesterday, we again saw the cruelty of extreme Republicans. As the GOP looks to turn back the clock on reproductive… https://t.co/7fUCYnHoRz|en|Democratic Party
1498086044205563905|308794407|Mon Feb 28 00:02:00 +0000 2022|It was an honor to confirm Judge Ketanji Brown Jackson to the D.C. Circuit Court last year. I look forward to begin… https://t.co/wUq59kpJVi|en|Democratic Party
1498047037140615172|308794407|Sun Feb 27 21:27:00 +0000 2022|Putin’s decision to invade Ukraine threatens international law and peace everywhere. We must hold him and those tha… https://t.co/fTtRO1hcW7|en|Democratic Party
1496896466975170560|308794407|Thu Feb 24 17:15:03 +0000 2022|In the face of aggression from Russia, Ukraine and our NATO allies must have total support from the United States.… https://t.co/XStyU8Kck0|en|Democratic Party
1496630201517854720|308794407|Wed Feb 23 23:37:00 +0000 2022|I look forward to making history with a highly-qualified nominee who will help steer our country in the right direc… https://t.co/SNuBzgwZCZ|en|Democratic Party
1496594969825579013|308794407|Wed Feb 23 21:17:00 +0000 2022|The science is clear: we can improve the durability of our grid by incorporating more renewable energy all while cr… https://t.co/bo5h0pEmq2|en|Democratic Party
1496579118523113474|308794407|Wed Feb 23 20:14:01 +0000 2022|Today, we can take solace in knowing these men were held accountable. But tomorrow our work to uphold justice, amen… https://t.co/NMSS5W8glv|en|Democratic Party
1496244912576249857|308794407|Tue Feb 22 22:06:00 +0000 2022|This project is going to create good-paying, local jobs, boost economic development, &amp; improve the vital ferry syst… https://t.co/pZPrVf5vD5|en|Democratic Party
1496183511727886341|308794407|Tue Feb 22 18:02:01 +0000 2022|Poland, Lithuania, and the people of Eastern Europe are essential allies and partners in our work to uphold Democra… https://t.co/N1ZX1G3k9j|en|Democratic Party
1495919770717372427|308794407|Tue Feb 22 00:34:00 +0000 2022|Around the world, our peers are advancing legislation that protects essential reproductive care and patient autonom… https://t.co/WJfjdQw2iC|en|Democratic Party
1495821877348028423|308794407|Mon Feb 21 18:05:01 +0000 2022|Visiting the Great Lakes is one of the finest experiences we have to offer. This project – the largest in the histo… https://t.co/GcKyJr5wMD|en|Democratic Party
1495505792140775442|308794407|Sun Feb 20 21:09:00 +0000 2022|No family should have to choose between making ends meet and receiving life saving medication. I’m proud to stand w… https://t.co/Oq2fGsep27|en|Democratic Party
1495456469352955907|308794407|Sun Feb 20 17:53:01 +0000 2022|We should be a country that takes steps to ensure every eligible person can make their voice heard at the ballot bo… https://t.co/XmdZnVEQSC|en|Democratic Party
1494785547226820610|308794407|Fri Feb 18 21:27:00 +0000 2022|"Inaction isn’t an option.
https://t.co/qXZDcZkYEZ"|en|Democratic Party
1494770448428584968|308794407|Fri Feb 18 20:27:01 +0000 2022|At every turn, Mitch McConnell’s GOP has blocked legislation that would lower costs and help support our working fa… https://t.co/oHPhvYaz4g|en|Democratic Party
