id|user|created_at|text|lang|label|retweet_count|favorite_count
1507375755893870606|1124044084669288450|Fri Mar 25 15:16:00 +0000 2022|Thank you for covering the story. I am also hearing a 30,000 person caravan on the Mexican/Guatemalan border is hea… https://t.co/kJ30JzkCaY|en|R|4|9
1507138784168751107|1124044084669288450|Thu Mar 24 23:34:22 +0000 2022|The border is as bad as it has ever been. There is only one party in Congress that has a plan to secure it! Republi… https://t.co/IUeA4qA7wB|en|R|3|6
1507098393956524032|1124044084669288450|Thu Mar 24 20:53:52 +0000 2022|Under Joe Biden, it’s getting harder &amp; harder for Americans to get ahead, create a rainy day fund, start a business… https://t.co/OvCiEW5xlu|en|R|4|15
1506732771334578178|1124044084669288450|Wed Mar 23 20:41:01 +0000 2022|There is no national security strategy without detailed plans to secure the border, ensure energy independence, and… https://t.co/BBZvNt6RNk|en|R|0|4
1506706054306045953|1124044084669288450|Wed Mar 23 18:54:51 +0000 2022|You mean the Tik Tok stars the White House trotted out didn’t solve the problem…? It’s almost as if this Administra… https://t.co/9Fj8Hdowmj|en|R|2|4
1506648922827145217|1124044084669288450|Wed Mar 23 15:07:50 +0000 2022|"An official yesterday told me, “no end in sight Congressman - things will get worse before they get better.”

https://t.co/fk7M5Wjfvg"|en|R|4|7
1506319716499009543|1124044084669288450|Tue Mar 22 17:19:41 +0000 2022|This is happening in my district every damn day. I spoke with the trooper today and he is on the mend. Ukraine is i… https://t.co/Jl94KnZIIO|en|R|50|243
1506019365426237453|1124044084669288450|Mon Mar 21 21:26:11 +0000 2022|Title 42 goes away and migrant deaths will RISE substantially. Politicians need to STOP playing games with human lives.|en|R|5|24
1506016773090381826|1124044084669288450|Mon Mar 21 21:15:53 +0000 2022|How can the administration ask for more COVID $$$ and end COVID border policy? Which is it? Is COVID over or not? W… https://t.co/HFSlLnda3l|en|R|1|3
1505673994070069256|1124044084669288450|Sun Mar 20 22:33:48 +0000 2022|Putin’s weak war machine has backed Russia into a corner. Zero chance of a political victory and odds of a military… https://t.co/K7ELfFw2EF|en|R|3|9
1505661195503681542|1124044084669288450|Sun Mar 20 21:42:57 +0000 2022|I will continue to advocate for a No-Fly Zone in Western Ukraine. Putin failed miserably in the first phase of his… https://t.co/uGh05XlL9S|en|R|0|9
1505578036053356553|1124044084669288450|Sun Mar 20 16:12:30 +0000 2022|Inspire them while they are young! @SanAntonioZoo https://t.co/845RFRH7iI|en|R|2|40
1505557418708721668|1124044084669288450|Sun Mar 20 14:50:35 +0000 2022|100,000+ forward deployed US troops to Europe deserve quality housing. I will continue to work with my colleagues and get this one done.|en|R|1|7
1505313418567421952|1124044084669288450|Sat Mar 19 22:41:01 +0000 2022|🇺🇸 🇺🇦 https://t.co/YU7ufTzznP|und|R|0|0
1505184204589522949|1124044084669288450|Sat Mar 19 14:07:34 +0000 2022|Everyday across the world US service members put their lives on the line. May these four warriors Rest In Peace. https://t.co/SZ82dEl0ZP|en|R|2|16
1504602790919823363|1124044084669288450|Thu Mar 17 23:37:14 +0000 2022|"Republican energy policies create AMERICAN jobs. 

Biden and Pelosi’s energy policies create jobs overseas."|en|R|6|12
1504556400395046918|1124044084669288450|Thu Mar 17 20:32:53 +0000 2022|The drug cartels have upgraded their technology as they continue their efforts to penetrate our border. Border Patr… https://t.co/sJlVGgaoex|en|R|2|6
1504239708183973892|1124044084669288450|Wed Mar 16 23:34:28 +0000 2022|'There wasn't a dry eye in the room': Reps. Gonzales, Escobar call Zelenskyy's address 'very moving'… https://t.co/y3LQ6sYc64|en|R|1|12
1504115469556592650|1124044084669288450|Wed Mar 16 15:20:47 +0000 2022|🔥 https://t.co/LKN3Q33stp|und|R|0|7
1503841039731372040|1124044084669288450|Tue Mar 15 21:10:18 +0000 2022|Members of Congress shouldn’t legislate on the border if they have never been to the border. I represent over 800 m… https://t.co/vFYqu1vwLu|en|R|11|45
1503739138977185799|1124044084669288450|Tue Mar 15 14:25:23 +0000 2022|Greatest military blunder in modern history. Putin bit off more than he can chew. https://t.co/TWiVD61yGP|en|R|8|33
1503501668205436929|1124044084669288450|Mon Mar 14 22:41:46 +0000 2022|"Extradite this scumbag to Texas and we will gladly give him the electric chair. No room in America for racism.

New… https://t.co/TscwIhUne5"|en|R|1|12
1503481833656307712|1124044084669288450|Mon Mar 14 21:22:57 +0000 2022|https://t.co/lX7kBXwp3D https://t.co/HwSSHrME3b|und|R|0|6
1503445990593941509|1124044084669288450|Mon Mar 14 19:00:31 +0000 2022|Take my money already. https://t.co/B91IxSYcBS https://t.co/ALPkyPbFJj|en|R|0|1
1503406854969380870|1124044084669288450|Mon Mar 14 16:25:00 +0000 2022|The death of SMU alum Brent Renaud brings home the realities of war - the devastating loss of life is felt around t… https://t.co/3VghSQgMHe|en|R|3|6
1503389410099924994|1124044084669288450|Mon Mar 14 15:15:41 +0000 2022|Grow American - Buy American - Build American. 🇺🇸 🇺🇸 🇺🇸|en|R|1|14
1503127912198905867|1124044084669288450|Sun Mar 13 21:56:35 +0000 2022|Leadership in action! https://t.co/QSzOidj5aS|en|R|0|7
1503071733087145988|1124044084669288450|Sun Mar 13 18:13:21 +0000 2022|Journalist don’t get enough credit for risking their lives to deliver the world real time information. https://t.co/HM7Q8BInSb|en|R|0|15
1503069302794203149|1124044084669288450|Sun Mar 13 18:03:42 +0000 2022|Incredible wartime President. 🇺🇸 🇺🇦 https://t.co/I8ur2Z2tCr|en|R|1|14
1503065999154851852|1124044084669288450|Sun Mar 13 17:50:34 +0000 2022|Biden attacks our oil and gas jobs, pushes to defund law enforcement (including Border Patrol which is majority His… https://t.co/aImO9oMyay|en|R|3|14
1503052041685553162|1124044084669288450|Sun Mar 13 16:55:06 +0000 2022|It’s a beautiful day @SanAntonioZoo https://t.co/6idCUO6U0o|en|R|2|49
1503034977881137161|1124044084669288450|Sun Mar 13 15:47:18 +0000 2022|U.S. Indo-Pacific Command is critical to our national security interests. I remain committed to ensuring America ha… https://t.co/sS8cRpvz4W|en|R|1|9
1503028367314112517|1124044084669288450|Sun Mar 13 15:21:02 +0000 2022|"The United States should Immediately expand natural gas exports to Taiwan and Ukraine. 🇺🇸 🇹🇼 🇺🇦

My bill with Senat… https://t.co/0yOieFhctV"|en|R|7|67
1503006479200178180|1124044084669288450|Sun Mar 13 13:54:03 +0000 2022|We are in the midst of the worst border crisis in history and the Administration is trying to quietly dismantle tit… https://t.co/BbQCqwfrpa|en|R|7|14
1502787308432592901|1124044084669288450|Sat Mar 12 23:23:09 +0000 2022|Only a fool would negotiate with Iran as they attempt to kill Americans daily. https://t.co/hKnJyQng1C|en|R|8|31
1502776441821347844|1124044084669288450|Sat Mar 12 22:39:58 +0000 2022|"Not a matter of IF but WHEN the next round of BRAC (Base Realignment and Closure) hits.

I am 100% committed to pro… https://t.co/l5BPfPAlj0"|en|R|5|18
1502761699790757891|1124044084669288450|Sat Mar 12 21:41:23 +0000 2022|Pure chaos day and night in my district #TX23. Peoples lives have been turned upside down. https://t.co/3SPUOk1UEp|en|R|78|163
1502692329538428937|1124044084669288450|Sat Mar 12 17:05:44 +0000 2022|"Russia imploding as we speak.

Russian spy chiefs ‘under house arrest’ as Putin blames them for Ukraine setbacks https://t.co/UOLDbY0PWu"|en|R|1|7
1502668857319772163|1124044084669288450|Sat Mar 12 15:32:28 +0000 2022|"Counties in #TX23 are paying the highest price for gas across the state. 

Why are we paying so much at the pump fo… https://t.co/K0cKUqZFZD"|en|R|17|86
1502507484929478658|1124044084669288450|Sat Mar 12 04:51:14 +0000 2022|GOAT! Now retire please. https://t.co/T0txGsaI9t|en|R|1|10
1502406373639872516|1124044084669288450|Fri Mar 11 22:09:27 +0000 2022|Free Ukraine 🇺🇸 🇺🇦 https://t.co/ku3V6d7H5z|en|R|8|41
1502374946365919234|1124044084669288450|Fri Mar 11 20:04:34 +0000 2022|Putin is not only a thug, he is a dangerous fragile old man. https://t.co/tMWYlumemV|en|R|10|31
1502365062891192328|1124044084669288450|Fri Mar 11 19:25:18 +0000 2022|#TX23 appreciates the sacrifices our men and women in green go through to keep America safe. 🇺🇸 💚 https://t.co/4Be3ZZjZJR|en|R|1|9
1502356158367084554|1124044084669288450|Fri Mar 11 18:49:55 +0000 2022|We can’t lose sight of the border crisis. Last week I hosted 13 of my colleagues and the border continues to rage o… https://t.co/doBG3yzduo|en|R|77|177
1502062026188808192|1124044084669288450|Thu Mar 10 23:21:08 +0000 2022|Local prospect UTSA CB Tariq Woolen could be a perfect fit opposite Trevon Diggs for Cowboys https://t.co/b6TV0Cy0aq|en|R|0|0
1502016925966209026|1124044084669288450|Thu Mar 10 20:21:55 +0000 2022|This is a real WH tweet. They don’t feel your pain. They’re not even trying to. Instead they’re dead set on pushing… https://t.co/aIuIBzVdoj|en|R|14|36
1502006974816432134|1124044084669288450|Thu Mar 10 19:42:23 +0000 2022|4-year old Nicaraguan migrant found dead near Eagle Pass. Heart breaking sad reality of the border crisis. May God… https://t.co/Ut4RWGfGlP|en|R|9|54
1501722731347419142|1124044084669288450|Thu Mar 10 00:52:54 +0000 2022|Imagine how much more Congress could accomplish with regular order.|en|R|0|10
1501713587316084740|1124044084669288450|Thu Mar 10 00:16:34 +0000 2022|This is the Biden gas spike plain and simple. His anti-fossil fuel agenda has cost jobs, weakened our national secu… https://t.co/YcK5t5cq4i|en|R|7|14
1501710225342095368|1124044084669288450|Thu Mar 10 00:03:12 +0000 2022|Not for long @derrickvanorden #FirePelosi #YoungGuns https://t.co/eWt9oazMp1|en|R|1|11
1501625839812755460|1124044084669288450|Wed Mar 09 18:27:53 +0000 2022|Democrats are upset Republicans removed federally funded abortions from the omnibus. Major victory for the unborn. #SaveHyde|en|R|7|48
1501616679239004164|1124044084669288450|Wed Mar 09 17:51:29 +0000 2022|Meanwhile…the Ukrainian people are fighting for their lives. 🇺🇸 🇺🇦 https://t.co/ZlXitnXetm|en|R|0|3
1501355171879829512|1124044084669288450|Wed Mar 09 00:32:21 +0000 2022|When I was 2 months old, my father abandoned my mom and I. She was the strongest person I knew growing up and she’s… https://t.co/0Grn9UEfoY|en|R|10|124
1501353779454623749|1124044084669288450|Wed Mar 09 00:26:49 +0000 2022|This Administration has abandoned American workers. It’s getting harder and harder for them to get ahead, create a… https://t.co/kuifEWuANe|en|R|3|7
1501318729958936579|1124044084669288450|Tue Mar 08 22:07:33 +0000 2022|It’s a slap in the face to every Texas oil &amp; gas worker for Biden to even consider buying from Venezuela or Iran to… https://t.co/B1hfyArPxq|en|R|61|196
1501198141374316545|1124044084669288450|Tue Mar 08 14:08:22 +0000 2022|Prevent federally funded abortions, fund our military, provide Ukraine much needed aid. Last mile is always the longest. #SaveHyde|en|R|2|13
1500865952052826122|1124044084669288450|Mon Mar 07 16:08:22 +0000 2022|#SaveHyde|und|R|0|5
1500648261182537732|1124044084669288450|Mon Mar 07 01:43:20 +0000 2022|We are committed to working every single day to get our country back on track. There are no days off because the st… https://t.co/IARlnVOoPh|en|R|3|36
1500587532064628752|1124044084669288450|Sun Mar 06 21:42:01 +0000 2022|My Sunday plan was to lay up in bed with my busted ear drum on the mend…Danny had other plans. @SanAntonioZoo… https://t.co/wvGtggREzF|en|R|0|27
1500549942653427715|1124044084669288450|Sun Mar 06 19:12:39 +0000 2022|The time to act isn’t after Putin has murdered everyone in Ukraine. The time to act is NOW. A no-fly zone in Wester… https://t.co/7XsjcqdXja|en|R|0|12
1500539978593574923|1124044084669288450|Sun Mar 06 18:33:04 +0000 2022|US Gov’t shuts down in 5 days. @HouseAppropsGOP have worked extremely hard to #SaveHyde, help the Ukrainian people… https://t.co/ASItZPlD4m|en|R|0|9
1500465755262967810|1124044084669288450|Sun Mar 06 13:38:08 +0000 2022|Can’t wait for @NRCC to rollout the next 8 Young Guns! #FirePelosi 🐘 https://t.co/frNizIrsr9|en|R|6|55
1500193743495909388|1124044084669288450|Sat Mar 05 19:37:15 +0000 2022|Young Guns are the best and brightest candidates in the Republican Party who will help us take back the house. Read… https://t.co/PLiX29huB5|en|R|3|52
1500091717751554052|1124044084669288450|Sat Mar 05 12:51:50 +0000 2022|Successfully hosted my 9th Congressional delegation border trip, 54 members in total. My colleagues have visited; D… https://t.co/oTxyRBfg6K|en|R|6|45
1499740558981533696|1124044084669288450|Fri Mar 04 13:36:27 +0000 2022|Headed down to Del Rio this morning with the largest congressional delegation to visit the border. While folks talk… https://t.co/aLS40KIG0q|en|R|7|43
1499575409507192840|1124044084669288450|Fri Mar 04 02:40:13 +0000 2022|Tomorrow I will host 13 members of Congress in Del Rio, Texas. The House Republican Conference is laser focused on… https://t.co/75wZ3rK77c|en|R|18|129
1499441216059936769|1124044084669288450|Thu Mar 03 17:46:58 +0000 2022|Would you expect anything less from a KGB thug? https://t.co/w4eiuNXqgT|en|R|2|4
1499434466061832195|1124044084669288450|Thu Mar 03 17:20:09 +0000 2022|President Biden can turn the oil pumps off today and end this war. #CyberSanctions https://t.co/xfmUNFvF1L|en|R|2|4
1499427038716903427|1124044084669288450|Thu Mar 03 16:50:38 +0000 2022|Any budget agreement MUST include the Hyde Amendment. Protecting the sanctity of life is fundamental. #SaveHyde|en|R|10|21
1499373949041487873|1124044084669288450|Thu Mar 03 13:19:41 +0000 2022|US Gov’t shuts down in 8 days. Congress needs to pass a budget without poison pills.|en|R|1|9
1499103106629615616|1124044084669288450|Wed Mar 02 19:23:27 +0000 2022|Live look at Putin trying to eat a porcupine. https://t.co/o34Dbs5aab|en|R|1|4
1499089764116574216|1124044084669288450|Wed Mar 02 18:30:26 +0000 2022|Unarmed Ukrainians force Russian soldiers to retreat. 🇺🇸 🇺🇦 https://t.co/Jrbl7rNkC2|en|R|1|10
1499066226869428227|1124044084669288450|Wed Mar 02 16:56:54 +0000 2022|US service members deserve safe military housing. Anything less is unacceptable.|en|R|4|32
1499047355856953345|1124044084669288450|Wed Mar 02 15:41:55 +0000 2022|"“All go to the same place; all come from dust and to dust all return.” 

Wishing all those celebrating Ash Wednesda… https://t.co/Nqw2CTyTtB"|en|R|5|43
1498874476775280641|1124044084669288450|Wed Mar 02 04:14:57 +0000 2022|Tonight I am incredibly grateful to the Texans who came out to the polls and showed their support. After two decade… https://t.co/HVhxhBhrYB|en|R|13|231
1498848731738878014|1124044084669288450|Wed Mar 02 02:32:39 +0000 2022|Baby Izzy staying up late tonight watching election returns. 🗳 🎯 https://t.co/juRcbjaTbT|en|R|2|42
1498729610795790336|1124044084669288450|Tue Mar 01 18:39:18 +0000 2022|Turns out Putin is bat shit crazy.|en|R|1|35
1498680203069034496|1124044084669288450|Tue Mar 01 15:22:59 +0000 2022|Congress has 10 days to pass a budget or our 100,000 troops deployed to Europe go without pay.|en|R|1|9
1498648703757963264|1124044084669288450|Tue Mar 01 13:17:49 +0000 2022|Honor of my lifetime to come home after 20 years in the military to serve #TX23. Today is Election Day, please get… https://t.co/WbeSRsZkw6|en|R|5|54
1498360413372755970|1124044084669288450|Mon Feb 28 18:12:15 +0000 2022|Russia has been waging cyberattacks on America for a very long time. Peace through strength is just as effective in… https://t.co/W8woUEmDnn|en|R|0|17
1498327208032677891|1124044084669288450|Mon Feb 28 16:00:18 +0000 2022|Mask signs are coming down at Longworth. 🇺🇸 https://t.co/Ppr9bbcJPu|en|R|1|2
1498317287102849024|1124044084669288450|Mon Feb 28 15:20:53 +0000 2022|US must hold Putin accountable for the shelling of innocent Ukrainian civilians. #CyberSanctions|en|R|3|14
1498289359845576708|1124044084669288450|Mon Feb 28 13:29:54 +0000 2022|On a flight headed to DC - US Gov’t shuts down in 11 days. It’s time for Congress to lead, show the world we are un… https://t.co/MRaZsluZTS|en|R|21|185
1498101931838873605|1124044084669288450|Mon Feb 28 01:05:08 +0000 2022|https://t.co/P8oXryrC5y|und|R|16|123
1497972587573526530|1124044084669288450|Sun Feb 27 16:31:10 +0000 2022|GOD is good. Have a blessed day #TX23 🇺🇸 🇮🇱 https://t.co/ZN3YGwm71z|en|R|51|835
1497963036874883077|1124044084669288450|Sun Feb 27 15:53:13 +0000 2022|US Gov’t shuts down in 12 days. America has tens of thousands of troops deployed overseas and the last thing their… https://t.co/XvZPmje7p4|en|R|1|9
1497922544556335106|1124044084669288450|Sun Feb 27 13:12:19 +0000 2022|Sanction Belarus|fr|R|2|22
1497805457301385217|1124044084669288450|Sun Feb 27 05:27:03 +0000 2022|May God bless this San Antonio small business. We ALL can help in our own way. My family will be supporting them to… https://t.co/7J6caZPRFC|en|R|4|33
1497682073527758854|1124044084669288450|Sat Feb 26 21:16:46 +0000 2022|Rain or shine we’re going to show up every single day and share our message with voters! #TX23 https://t.co/XsoIFt1k5N|en|R|5|47
1497234175350370304|1124044084669288450|Fri Feb 25 15:36:59 +0000 2022|It’s time to take the gloves off. #CyberSanctions #FreeUkraine|en|R|4|33
1497205130109890566|1124044084669288450|Fri Feb 25 13:41:34 +0000 2022|"The world is less safe today than it is yesterday. The bear and the dragon plot while the tiger sleeps. 
https://t.co/frBCtpVSVd"|en|R|4|11
