id|user|created_at|text|lang|label|retweet_count|favorite_count
1323782282193342466|733672650120253440|Wed Nov 04 00:21:05 +0000 2020|Thank you to the wonderful people of Northeast Florida for entrusting me to serve you for another term in Congress.… https://t.co/EQO6gmunrk|en|R|9|98
1323636466321412096|733672650120253440|Tue Nov 03 14:41:40 +0000 2020|It’s #ElectionDay. Get out and VOTE! https://t.co/LQpmEJjsh0|en|R|2|17
1321902069431894016|733672650120253440|Thu Oct 29 19:49:47 +0000 2020|We can crush the virus without crushing our economy. I’m committed to keeping Northeast Florida businesses OPEN and… https://t.co/D5yHqmAOTa|en|R|0|7
1318734959864172550|733672650120253440|Wed Oct 21 02:04:49 +0000 2020|"What’s at stake? 
https://t.co/3NTz94PQk3"|en|R|2|2
1309144885707051009|733672650120253440|Thu Sep 24 14:57:18 +0000 2020|See you soon @realDonaldTrump. Northeast Florida has your back! https://t.co/hs5pRArqBr|en|R|2|16
1295869309785460742|733672650120253440|Tue Aug 18 23:44:54 +0000 2020|Thank you to the good folks of Florida’s 4th Congressional District for entrusting me with your votes today. It is… https://t.co/ubo02ZQ8Ww|en|R|6|69
1295690050529894400|733672650120253440|Tue Aug 18 11:52:35 +0000 2020|The polls are open! It would be an honor to have your vote to continue fighting for Northeast Florida in Congress.… https://t.co/sJFbZ7Fj2j|en|R|2|18
1295363005081935872|733672650120253440|Mon Aug 17 14:13:01 +0000 2020|Remember TOMORROW is the Republican Primary Election! Find your voting location here: https://t.co/qVFuiVAcff|en|R|0|2
1293196595652173824|733672650120253440|Tue Aug 11 14:44:29 +0000 2020|We are now ONE WEEK from our primary! Remember to head to the polls on Tuesday, August 18. It will be an honor to h… https://t.co/moktqyTTFj|en|R|3|11
1291050127017345024|733672650120253440|Wed Aug 05 16:35:11 +0000 2020|Enjoyed spending time with @NassauGOP for their Candidate Forum. Great to see so many friends, like @CordByrd, Club… https://t.co/pEUhXH11vH|en|R|1|5
1289569045700702209|733672650120253440|Sat Aug 01 14:29:54 +0000 2020|Had a great meeting with some of our Rutherford for Congress team of volunteers. These young men are doing a great… https://t.co/XsBNsoUXxp|en|R|1|8
1286423860917817349|733672650120253440|Thu Jul 23 22:12:03 +0000 2020|President Trump has always put the safety and well-being of Americans first. This was his call to make - and he mad… https://t.co/ewrensYz8f|en|R|3|23
1279559696068874241|733672650120253440|Sat Jul 04 23:36:19 +0000 2020|I hope you and yours are having a safe and happy 4th of July. Let’s enjoy our freedoms as Americans and vow to neve… https://t.co/V5WDVsCXvF|en|R|3|25
1272218216618774528|733672650120253440|Sun Jun 14 17:23:54 +0000 2020|Please join me in wishing President @realDonaldTrump a Happy Birthday! https://t.co/T2nO6vlrRj|en|R|2|13
1271271729332174850|733672650120253440|Fri Jun 12 02:42:54 +0000 2020|Can’t wait to welcome @realDonaldTrump to beautiful Northeast Florida on his way to four more years in the White Ho… https://t.co/RuXxrStX3Z|en|R|2|9
1269694025818411009|733672650120253440|Sun Jun 07 18:13:40 +0000 2020|Happy Birthday @VP Pence! Thank you for your leadership and love for America 🇺🇸 https://t.co/PbtxWmvAlv|en|R|1|5
1268991387162292228|733672650120253440|Fri Jun 05 19:41:38 +0000 2020|This disgusting tweet is just the latest from @DonnaDeegan’s spokesperson. This type of disdain for our men and wom… https://t.co/Dt7Q8BXakV|en|R|9|36
1263263211849166848|733672650120253440|Thu May 21 00:19:54 +0000 2020|"Americans will not stand for $80m of taxpayer funds, meant to save jobs, being used to fund abortions. 

Planned Pa… https://t.co/mOQqieOSfp"|en|R|2|7
1244681581865959426|733672650120253440|Mon Mar 30 17:43:08 +0000 2020|God Bless our @USNavy joining the fight to save lives. Together, united as Americans, we will get through this! https://t.co/LN2IpugZFd|en|R|0|9
1229410359561326599|733672650120253440|Mon Feb 17 14:20:45 +0000 2020|Happy Presidents Day! https://t.co/8oJUHJyf0g|en|R|1|4
1226531437249204226|733672650120253440|Sun Feb 09 15:40:57 +0000 2020|I am proud of the men and women at @JSOPIO for quickly tracking down this criminal. I now look forward to the state… https://t.co/OnYZqKGmOh|en|R|1|14
