id|user|created_at|text|lang|label|retweet_count|favorite_count
1492171484902539272|3166120541|Fri Feb 11 16:19:39 +0000 2022|"Rep. Hmm Rogers apologizing after ""Kiss my a**"" comment regarding mask request https://www.msI… https://t.co/tYDQ0Jc8pe"|en|D|2|10
1409879103629664264|3166120541|Tue Jun 29 14:19:07 +0000 2021|.@ToneStith, you don’t need a do over! Auntie Maxine needs a do over. You were great and I love your sound! Will yo… https://t.co/iOVKQX8rTX|en|D|22|104
1406311112828755969|3166120541|Sat Jun 19 18:01:11 +0000 2021|Come now! We are here until 2pm at Crozier Middle School (120 W Regent St, Inglewood 90301)! https://t.co/Vi4E4q1GSA|en|D|7|27
1406280011791933442|3166120541|Sat Jun 19 15:57:36 +0000 2021|I’m celebrating #Juneteenth by doing a big food giveaway with @JanelleMonae and Wondaland! I’m also participating i… https://t.co/CcdfksM5Zr|en|D|17|107
1337491917144207363|3166120541|Fri Dec 11 20:18:17 +0000 2020|ICYMI: Sidelined from protests after an injury, L.A. man sues to ban police projectiles https://t.co/7go9mQS9oI|en|D|27|115
1325139443460702209|3166120541|Sat Nov 07 18:13:57 +0000 2020|Trump puppet @joecollins43rd  you need to hide your head in SHAME! You sold out to a right wing conservative racist… https://t.co/R5aeAu9SYt|en|D|112|882
1325113841164804097|3166120541|Sat Nov 07 16:32:13 +0000 2020|When they go low, we say so long to the lying, cheating, deplorable, international laughing stock, impeached, &amp; now… https://t.co/wLQVjMFz72|en|D|450|1581
1324491675083788288|3166120541|Thu Nov 05 23:19:57 +0000 2020|We did it! Thank you supporters of my district for helping me to defeat a Trump puppet @joecollins43rd for whom the… https://t.co/1GpVMHUcc0|en|D|1076|6827
1324491527662391296|3166120541|Thu Nov 05 23:19:22 +0000 2020|Reclaiming my time! Reclaiming my district! Reclaiming the right to represent my district. Reclaiming the right to… https://t.co/IFCVs1vpkl|en|D|1671|10843
1324491132202414080|3166120541|Thu Nov 05 23:17:48 +0000 2020|The Repubs tried it again! They raised $10 m to try &amp; defeat me w/ a candidate who was dishonorably discharged from… https://t.co/kpXwU7ZwYx|en|D|4759|26541
1323617369000828932|3166120541|Tue Nov 03 13:25:47 +0000 2020|Morgan Freeman - Vote! Our Lives Depend On It. https://t.co/dlr6iLew4p via @YouTube|en|D|40|163
1323616953198542848|3166120541|Tue Nov 03 13:24:07 +0000 2020|VOTE! https://t.co/aE6aLe8bf7|fr|D|13|75
1322974266124500992|3166120541|Sun Nov 01 18:50:19 +0000 2020|RECLAIMING MY TIME PreElection Podcast: Join @MaxineWaters &amp; @staceyabrams today on @KABCRadio discussing voter sup… https://t.co/bppH26Brg1|en|D|6|51
1322294474458849280|3166120541|Fri Oct 30 21:49:04 +0000 2020|I'm delighted to be joining @queensofnewage for this important conversation around the importance of #voting in the… https://t.co/It11eg59yl|en|D|4|34
1320067081329672192|3166120541|Sat Oct 24 18:18:12 +0000 2020|Stand with @SEIU2015 by supporting the Biden Care Plan &amp; vote #BidenHarris! We need an Administration that supports… https://t.co/5eGTZDclJU|en|D|21|57
1317476118597836800|3166120541|Sat Oct 17 14:42:38 +0000 2020|Sisters 12 yr old Kimora &amp; 8 yr old Kylie both suffer from sickle cell disease that alters the shape of red blood c… https://t.co/k2CJ8vn8hm|en|D|18|44
1317475926414942208|3166120541|Sat Oct 17 14:41:53 +0000 2020|CA Republicans have set up FAKE ballot boxes in CA! I call on the community to be the eyes &amp; ears, speak up &amp; repor… https://t.co/RWyVhENOoY|en|D|40|108
1316106322891476992|3166120541|Tue Oct 13 19:59:34 +0000 2020|Maxine Waters and Azar in heated exchange at coronavirus hearing: 'We're very unhappy' https://t.co/jAuPavsR2P|en|D|16|52
1313713337964740608|3166120541|Wed Oct 07 05:30:42 +0000 2020|https://t.co/cfjWlkxkQ6|und|D|8|22
1313710104764588034|3166120541|Wed Oct 07 05:17:51 +0000 2020|https://t.co/Vsple7EmUd|und|D|10|14
1313007677627277314|3166120541|Mon Oct 05 06:46:39 +0000 2020|https://t.co/iXqHvyG3IL|und|D|16|42
1308652830945734657|3166120541|Wed Sep 23 06:22:03 +0000 2020|https://t.co/BBkiVcE3fj|und|D|13|68
1308647217951989762|3166120541|Wed Sep 23 05:59:44 +0000 2020|https://t.co/fpTXXJI2g8|und|D|4|8
1308489540487716865|3166120541|Tue Sep 22 19:33:11 +0000 2020|Join me, my fellow Congressional colleagues &amp; @Alyssa_Milano on Sept. 23 for a Game Night to kickoff our 2020 campa… https://t.co/e4JffN6me8|en|D|5|11
1308256791617175552|3166120541|Tue Sep 22 04:08:20 +0000 2020|https://t.co/D2Ok7Sn2Dz|und|D|43|157
1307634592464007172|3166120541|Sun Sep 20 10:55:56 +0000 2020|"I won the 2020 Primary Election with 77% of the Vote! 
My opponent in the 2020 General Election says I'm old,
the l… https://t.co/AYQKtHEuzX"|en|D|22|142
1307628888718073856|3166120541|Sun Sep 20 10:33:16 +0000 2020|https://t.co/fgTg1Jr2is|und|D|2|7
1307623703094591488|3166120541|Sun Sep 20 10:12:39 +0000 2020|"""I .want to express my sincere condolences to the family of Justice Ruth Bader Ginsburg, a titan &amp; legend on the Su… https://t.co/Jv1GrwLktM"|en|D|11|98
1307604759390560256|3166120541|Sun Sep 20 08:57:23 +0000 2020|The Emergency Housing Protections and Relief Act of 2020, sponsored by Rep. Maxine Waters (D-Calif.), allocates $10… https://t.co/QH2vFOmHvw|en|D|23|63
1054509538035011584|3166120541|Mon Oct 22 23:07:20 +0000 2018|Repubs will try to cut Soc. Sec., Mdcr., &amp; Mdcd. The GOP doesn't care that many seniors &amp; families depend on these… https://t.co/AR8xRtwDXX|en|D|85|168
1054495650623168517|3166120541|Mon Oct 22 22:12:09 +0000 2018|Millennials, I need you to join in this fight to save Social Security, Medicare, &amp; Medicaid for your mothers, fathe… https://t.co/wLDpWWAS5l|en|D|97|241
1054495222057582592|3166120541|Mon Oct 22 22:10:27 +0000 2018|Before Soc. Sec. was created by Dems &amp; FDR, too many seniors lived in abject poverty before dying poor. Mdcr. &amp; Mdc… https://t.co/qHtz06JTLN|en|D|48|114
1054494372421660674|3166120541|Mon Oct 22 22:07:04 +0000 2018|Trump lied again. Remember when he said during the 2016 campaign that he'd protect Social Security, Medicare, &amp; Med… https://t.co/LBX4dBrc2Q|en|D|107|308
1054492258140110849|3166120541|Mon Oct 22 21:58:40 +0000 2018|Democrats must make the fight against these cuts to seniors our primary issue! I'm in this fight and I'm not going… https://t.co/ALwAi4UEB1|en|D|17|62
1054492042045341696|3166120541|Mon Oct 22 21:57:48 +0000 2018|Our seniors, who have worked hard, raised families, paid their bills, and have always honored our democracy are und… https://t.co/bgNyjQoIcN|en|D|27|69
1054490925643259905|3166120541|Mon Oct 22 21:53:22 +0000 2018|GOP must think the American people are fools w/the proposed Soc. Sec. MDCR, &amp; MDCD cuts. They gave tax breaks to th… https://t.co/43xrXDNqVF|en|D|76|225
1003419251712057344|3166120541|Sun Jun 03 23:32:46 +0000 2018|Tweet-a-thon https://t.co/oimMj7HQw2|en|D|105|329
1003419113815826432|3166120541|Sun Jun 03 23:32:14 +0000 2018|Thank you to all of the #millennials who supported our tweet-a-thon today! #VoteMaxineWaters #maxinewaters… https://t.co/je0MM3NJvC|en|D|133|613
1003392117287223296|3166120541|Sun Jun 03 21:44:57 +0000 2018|#VoteMaxineWaters on June 5th #reclaimingmytime #auntiemaxine https://t.co/0yZtnPX1YJ|en|D|94|360
994412570357485568|3166120541|Thu May 10 03:03:26 +0000 2018|Schoolyard bully, workplace bully, sports game bully, motorcycle bully, husband bully, and tech bully, your proud r… https://t.co/kiWzDqWkoG|en|D|294|1118
981315981502017536|3166120541|Tue Apr 03 23:42:16 +0000 2018|Manafort, if you thought you could get away w/ accusing Mueller of acting beyond his authority, you got slammed by… https://t.co/PD9JvLRO2d|en|D|286|858
978443886388563969|3166120541|Tue Mar 27 01:29:35 +0000 2018|Rep. Waters is so proud of the young people who participated in the #marchforourlives. The leadership these student… https://t.co/k9dYbDmeOB|en|D|85|317
976200473937051648|3166120541|Tue Mar 20 20:55:04 +0000 2018|Jeff Sessions is a wimp with no self respect. He has done the bidding of Trump in firing McCabe. Who's next, Beauregard?|en|D|106|374
976155864330620928|3166120541|Tue Mar 20 17:57:48 +0000 2018|What does it take to stop Trump? Will the Congress of the United States accept its responsibility and protect… https://t.co/mKYOij0LoC|en|D|78|225
976155442241064960|3166120541|Tue Mar 20 17:56:08 +0000 2018|How vengeful, ornery, and deplorable can this president get?  The timing of the firing of McCabe is disgraceful. De… https://t.co/hpzCr05te0|en|D|48|156
975316300531732480|3166120541|Sun Mar 18 10:21:41 +0000 2018|Michael Flynn campaigns in first appearance since guilty plea for lying to the FBI https://t.co/QH1x07CTCt via @nbcnews|en|D|31|50
974964237708808193|3166120541|Sat Mar 17 11:02:42 +0000 2018|Trump's campaign of crooks &amp; liars against Congresswoman #MaxineWaters includes campaign consultant #RogerStone alo… https://t.co/O7wRw5LQwp|en|D|151|302
974778424052076546|3166120541|Fri Mar 16 22:44:21 +0000 2018|Desperate, unstable, and convicted criminal Omar Navarro stoops low in soliciting help from another indicted crimin… https://t.co/vzPCEWnOp6|en|D|259|495
974777229782724608|3166120541|Fri Mar 16 22:39:36 +0000 2018|Indicted Michael Flynn who pleaded guilty about his conversations w/ Russians is in CA tonight campaigning for conv… https://t.co/8QLy40J0L2|en|D|2572|5369
974776838840037386|3166120541|Fri Mar 16 22:38:03 +0000 2018|Can you believe Michael Flynn, an indicted (and guilty) liar and former National Security Advisor to Trump, has tim… https://t.co/XsUgM18bGa|en|D|109|177
974776466130038785|3166120541|Fri Mar 16 22:36:34 +0000 2018|"""Lock him up"" Michael Flynn is now taking his lies to Palm Springs in support of Congresswoman Waters' opposition!"|en|D|37|98
974775605660176384|3166120541|Fri Mar 16 22:33:09 +0000 2018|Mike Flynn, a member of the #KremlinKlan (identified by Congresswoman #MaxineWaters) who pleaded guilty to lying to… https://t.co/ZR6sfYtWaP|en|D|33|50
973177292678672385|3166120541|Mon Mar 12 12:42:01 +0000 2018|Maxine Waters claps back at Donald Trump ‘low IQ’ comments https://t.co/B4fHNPui1X via @theGrio|en|D|18|36
973164842587774977|3166120541|Mon Mar 12 11:52:33 +0000 2018|Trump just attacked Congresswoman #MaxineWaters at a campaign rally in PA! Help us fight back &amp; stop Donald Trump f… https://t.co/YwHHdEdwro|en|D|140|361
968450412780146688|3166120541|Tue Feb 27 11:39:06 +0000 2018|We are fired up after hearing #MaxineWaters at #CADem2018! Are you ready to reclaim our country? Please join our em… https://t.co/9udwQagRLg|en|D|48|142
967775174677417986|3166120541|Sun Feb 25 14:55:56 +0000 2018|Maxine Waters is reclaiming her time at the convention and, as usual, not holding back https://t.co/avGHyAemHQ|en|D|18|46
966297428281495552|3166120541|Wed Feb 21 13:03:54 +0000 2018|Subversive bots working under the direction of a hostile foreign government to undermine our democracy are NOT prot… https://t.co/ZcrllmKJQt|en|D|103|214
966293544590893056|3166120541|Wed Feb 21 12:48:28 +0000 2018|https://t.co/9ihDvcwmMz|und|D|11|11
966071185862688769|3166120541|Tue Feb 20 22:04:54 +0000 2018|"FACT: the #GOPTaxScam delivers $1.3 trillion to corporate America. 

Also a FACT: the #TrumpBudget cuts Medicare by… https://t.co/h6LM15ptb6"|en|D|43|54
966070022148796416|3166120541|Tue Feb 20 22:00:16 +0000 2018|ALERT: Beware the fake twitter accounts, alt-right websites (Infowars, Gateway Pundit, True Pundit), &amp; Russian bots… https://t.co/uVzAyChnFi|en|D|230|369
963886803169239041|3166120541|Wed Feb 14 21:24:56 +0000 2018|California Rep. Waters not facing corruption charges https://t.co/0ejf2e35bp via @sfchronicle|en|D|20|34
963807328960221189|3166120541|Wed Feb 14 16:09:08 +0000 2018|"""Their army of social media bots will probably be deployed to stir up anger and confusion and spread falsehoods, li… https://t.co/hnBjly0Tai"|en|D|43|51
963735330984792066|3166120541|Wed Feb 14 11:23:02 +0000 2018|Trump allies are using forged documents &amp; dirty tricks this election year. Russians are bolstering their efforts.… https://t.co/qD0d5FTj0F|en|D|29|54
963405285309239296|3166120541|Tue Feb 13 13:31:33 +0000 2018|Thank you @RVAwonk!  #Trump allies are using forged documents, online smear campaigns and dirty tricks to attack… https://t.co/aT3uC9ZhNL|en|D|1140|1628
963250283190079488|3166120541|Tue Feb 13 03:15:38 +0000 2018|Congratulations to our very own @chloekimsnow from Torrance, CA! We are so very proud of you! #WinterOlympics… https://t.co/EjRTvZ6V8A|en|D|16|44
963222833689235457|3166120541|Tue Feb 13 01:26:34 +0000 2018|When #Trump comes for one of us, he comes for all of us. Reclaim, resist, and #Impeach45 #ReclaimingMyTime… https://t.co/3G5rRF4w7d|en|D|18|27
963190873432477696|3166120541|Mon Feb 12 23:19:34 +0000 2018|Reclaim, Resist, and #Impeach45 #MaxineWaters #ReclaimingMyTime #ReclaimingOurTime  @YaraShahidi @Zendaya… https://t.co/KMpnCIMTaN|en|D|7|19
963189493988720640|3166120541|Mon Feb 12 23:14:05 +0000 2018|Reclaim, resist, and #impeach45! #ReclaimingMyTime #ReclaimingOurTime #MaxineWaters Donate to our campaign today:… https://t.co/Zs6j3JvZNQ|en|D|14|24
963188118743605248|3166120541|Mon Feb 12 23:08:37 +0000 2018|Trump is too afraid to attack Rep. Maxine Waters directly, so a ProTrump PAC, Roger Stone, Joe Arpaio &amp; Alex Jones… https://t.co/BZib7yswGm|en|D|9|16
963187914783051776|3166120541|Mon Feb 12 23:07:48 +0000 2018|Trump is too afraid to attack Rep. Maxine Waters directly, so a ProTrump PAC, Roger Stone, Joe Arpaio &amp; Alex Jones… https://t.co/8uXfiDJEHt|en|D|10|14
